,created_at,text,coordinates
1552,2013-10-11 23:26:19+00:00,Looks like the rain has passed us up for now. #cowx #csupueblo #colorado @ Culebra Residence Hall http://t.co/IoKpMoRWqw,"[-104.5794885, 38.31219132]"
1553,2013-10-12 14:18:33+00:00,sweet lil donkey still stands after the flood #coflood @ St. Vrain River http://t.co/A1DCmvibl9,"[-105.26517011, 40.21990714]"
1554,2013-10-11 21:22:32+00:00,Revenge @amy_strauss #craftbeer #boulder #gabf #bistroknowsbeer #photobomb @ Boulder Beer Company http://t.co/dIyVJdqWcC,"[-105.2482541, 40.02665424]"
1555,2013-10-12 14:00:56+00:00,March Against Monsanto at Roosevelt Park Sat Oct 12th 11am-2pm http://t.co/Xsa4jU3jQR #Longmont #Boulder,"[-105.1222577, 40.1699796]"
1556,2013-10-11 23:03:51+00:00,Beautiful cloudy day in #Boulder. #ilovewhereilive #ewlive13 @ St Julien Hotel &amp; Spa http://t.co/KzwSxjG0FG,"[-105.2828423, 40.01571532]"
1557,2013-10-13 01:04:18+00:00,We witnessed a 40-minute tantrum from Odin headed back from #Boulder today. #parentingisfun,"[-104.97787208, 40.16058954]"
1558,2013-10-13 01:47:54+00:00,Huge congrats to #Boulder athletes @TyButterfield Kona debut @TOinTRI 1st USA @Mirindacarfrae #queenofkona @RJoyce09 1st podium #IMKona,"[-105.28161116, 40.04416238]"
1559,2013-10-13 04:40:08+00:00,"#Mizzou moves to 6-0, but losses Franklin for season. I am now convinced @cdotharrison cdot is right that Mizzou cannot have nice things.","[-94.3690861, 38.925299]"
1560,2013-10-03 00:00:46+00:00,ducks would be dead in nc #differentworld #boulder http://t.co/1qgSovC0RC,"[-105.28488827, 40.01458487]"
1561,2013-10-02 20:27:10+00:00,#roadcycling #boulder @ South Boulder http://t.co/9TfwOALPb0,"[-105.24016816, 39.97161659]"
1562,2013-10-02 20:42:57+00:00,Not a bad place to get a little work done...                                  #boulder… http://t.co/PPQNMG34Mg,"[-105.28267082, 39.9989616]"
1563,2013-10-03 00:22:28+00:00,Guy on the bus is wearing a Manitoba Harvest Hemp Foods t-shirt. #boulder,"[-105.27610588, 40.01655601]"
1564,2013-10-02 19:03:42+00:00,#roadcycling #boulder @ BCOR's Morgul-Bismark http://t.co/SA3H4s70jH,"[-105.170218, 39.90948915]"
1565,2013-10-03 00:08:57+00:00,Wow - what a nice evening. For a #run #cowx #fb,"[-105.24536356, 40.04763893]"
1566,2013-10-03 00:30:43+00:00,#COFloodRelief shirts are in! @jmckinnonone #climbing @ Movement Climbing And Fitness http://t.co/Y2PyGXWmYm,"[-105.2575234, 40.02969273]"
1567,2013-10-02 16:47:48+00:00,"Some kid with uncombed hair, a MacBook and no shoes with Jorts walking by Science building... #Boulder","[-105.26539388, 40.00728866]"
1568,2013-10-11 19:28:28+00:00,Agency lunches are the best #fate #tda #gabf #urorgose #hopify #tgif #boulder @ Fate Brewing Company http://t.co/N0uhD6MAuD,"[-105.24541855, 40.01499435]"
1569,2013-10-02 19:40:15+00:00,#roadcycling #boulder #ncarclimb @ NCAR - National Center for Atmospheric Research http://t.co/qpFdqbPnKf,"[-105.27468611, 39.97885334]"
1570,2013-10-03 03:14:06+00:00,I was excited about #HandM coming to #boulder until this #light... This does not fit in my hippie… http://t.co/CBg9mclGZK,"[-105.25608325, 40.01802309]"
1571,2013-10-03 00:16:47+00:00,#flatirons #boulder @ Flatirons Golf Course http://t.co/8H842dMG0E,"[-105.22068351, 40.01172897]"
1572,2013-10-02 23:11:42+00:00,@Tuckertown #FEMA has sent in non #shutdown help. Your #Guvmint at work.  #COflood http://t.co/vOCWHGEyvW,"[-83.394511, 33.332487]"
1573,2013-10-02 21:31:11+00:00,#TeamAylesworth on the plaza raising money today for #COFlood relief efforts. Thank you to all who came out! @KDCSU http://t.co/bvbeNkJ6ll,"[-105.08372351, 40.5721195]"
1574,2013-10-02 14:13:32+00:00,"NOOOO “@dailycamera: #Boulder weather: Mostly sunny today, but chance of snow Thursday night http://t.co/j1zdpMP0bw #cowx”","[-105.27341226, 40.00452342]"
1575,2013-10-01 20:39:35+00:00,. @bmenezes @denpostdana @mike_littwin @repcorygardner @RepTipton 'refusing pay' meaningless. Give it to #coflood nat'l guard.,"[-104.95330711, 39.70073713]"
1576,2013-10-02 05:11:01+00:00,"@marissamusings more ops for us to get lost ""@dailycamera: #Boulder goal is to repair...streets by end of Oct; some trails may never reopen.","[-89.99812574, 35.14678688]"
1577,2013-10-01 23:16:30+00:00,Perfect #hiking #weather!  Looking down into the Grand Valley from the Tabeguache Trail. #COwx #GJCO… http://t.co/niQtRwc7ZY,"[-108.60560322, 39.04996274]"
1578,2013-10-02 04:09:43+00:00,#yir #605 #303 #mah #audi #car #2001 #a4 #guys #chillin #night #friends #mycar #ilovecars #boulder… http://t.co/ApEhankEyx,"[-105.26115812, 40.01583739]"
1579,2013-10-01 18:21:33+00:00,...but check out those mountains #boulder #colorado #rockies #flatirons #nofilter http://t.co/pKow9DiZRn,"[-105.25644276, 40.02292149]"
1580,2013-10-02 14:01:30+00:00,"“@TrevorHughes: Assessor: 500+ properties (homes, cabins) w/I 200 feet of Big Thompson River between Estes Park and Loveland, pre-#coflood","[-105.08419516, 40.00245368]"
1581,2013-10-02 14:02:26+00:00,"“@TrevorHughes: Assessor: aggregate value of homes, cabins in Big Thompson pre-#coflood was more than $93 million. Still no damage estimate","[-105.08417839, 40.00242686]"
1582,2013-10-02 04:40:34+00:00,thanks @Jeremy_Seifert &amp; @WhiteWaveFoods for introducing #gmoomg to #boulder tonight! Everyone should see this movie! http://t.co/q6oZIpRqTW,"[-105.0328114, 39.94101722]"
1583,2013-10-01 17:10:12+00:00,@Tuckertown @gemswinc @CataulaGaWX what abt #FEMA in this #shutdown #COflood,"[-83.479, 33.56374]"
1584,2013-10-01 19:58:07+00:00,Are the CO reps who voted for shutdown donating salaries like Sen Cruz? To pay for #coflood natl guard perhaps? @elistokols @lynn_bartels,"[-104.95328894, 39.70071053]"
1585,2013-10-01 16:55:01+00:00,The new sign arrived! The new office is officially in business! #boulder #boulderperiodontics… http://t.co/5G8PLAtiuM,"[-105.248434, 40.036719]"
1586,2013-10-01 01:23:34+00:00,#sunset with a #cityscape tonight! #cowx @ Colorado State University - Pueblo http://t.co/RXG5q8DIHy,"[-104.57854956, 38.30825633]"
1587,2013-09-30 23:14:25+00:00,"Fantastic day to fall asleep in the sun (but take a pic first, obvi) ☀ #boulder #colorado @ Foothills… http://t.co/Sgdtq6PUMo","[-105.28542584, 40.06647532]"
1588,2013-10-01 00:04:07+00:00,Back from #boulder &amp; headed to the #beach. #santabarbara purina @ Hendry's Beach http://t.co/MwS5OnIYNi,"[-119.74354557, 34.4032797]"
1589,2013-10-01 14:40:11+00:00,#Alexxa waiting for chuyita010174 #MinnieMouse #1chain #retro5 #boulder @ Bank of America http://t.co/LFgXbW02uK,"[-87.711616, 41.932003]"
1590,2013-10-01 16:09:44+00:00,"Plan a trip to #Boulder, #Wyoming here! http://t.co/adIaS2HuNA","[-109.540105, 42.688146]"
1591,2013-10-01 04:14:50+00:00,Iridescent cloud over the #mountains this afternoon #boulder #nofilter #coloradogram @ Hardscrabble… http://t.co/cRAcyfSw6C,"[-105.2752, 39.9683]"
1592,2013-10-01 14:49:44+00:00,Our all-hands meeting at @RedCross DR HQ somehow always makes me cry... #emotionalmess #cofloods,"[-104.85017116, 39.78200347]"
1593,2013-10-01 12:42:43+00:00,20 Reasons Why People Like the Pearl Street Mall. http://t.co/VuiHEvWFtM #Boulder #OnlyInBoulder,"[-58.38266749, -34.59082787]"
1594,2013-10-01 13:43:44+00:00,"Looks like a nest, but it's debris from the #boulderflood. #fitsocial #bouldercreek #travel @… http://t.co/3SSxxO6Jw7","[-105.25979795, 40.01052454]"
1595,2013-10-01 00:47:35+00:00,Sample snakeskin PowWow powwowco #zephyr #powwowclothing #tribelife #colorado #boulder #hats #fashion… http://t.co/IshwelBC32,"[-105.12165891, 39.94475341]"
1596,2013-10-01 04:48:20+00:00,Congratulations to #Boulder based startup @AguaInc 1st place winner of the NH Social innovation awards! #Sustainability #water #cleantech,"[-105.28852663, 40.00835979]"
1597,2013-09-30 15:01:06+00:00,"A Monday morning view of KeyBank bldg., #LongsPeak seen from 5th floor of #LarimerCounty Justice Center. #cowx http://t.co/CTGjiSfnG1","[-105.07963942, 40.58816217]"
1598,2013-09-30 13:07:35+00:00,What a great way to end my #falltour with @chris_nitz last night #sunset #colorado #rural #farm #cowx… http://t.co/WAu1Db6dpz,"[-104.78797913, 39.56797028]"
1599,2013-09-30 16:59:24+00:00,I think I'm gonna go see @30SECONDSTOMARS in #boulder next week.,"[-104.98320315, 39.74201044]"
1600,2013-09-30 18:36:46+00:00,Getting it after yoga class!! #yogatwerk #boulder @ CorePower Yoga http://t.co/5po29cVl4p,"[-105.257784, 40.033929]"
1601,2013-09-30 20:23:00+00:00,The #boulder floods have really been devastating for everyone. However the work needed is getting done and it will get better,"[-105.27156362, 40.02186557]"
1602,2013-09-30 18:34:24+00:00,"So this one time we went to an #openmic in #Boulder #Colorado, and I got #attacked by a #shark.… http://t.co/cONLhi0cxX","[-105.27823546, 40.01821577]"
1603,2013-09-30 16:54:21+00:00,You're a MAN! Stop wearing your hair in a bun!! #damnhippies #hippie #boulder #cu,"[-105.27175976, 40.00918124]"
1604,2013-09-30 02:52:57+00:00,"Awesome pics! ""@PabloSpencer: Hanging out @SkiPowderhorn in Mesa, @Colorado for #ColorWeekend #GJCO #COwx 

http://t.co/6TCVo3Zf4S""","[-108.4413889, 39.08708271]"
1605,2013-09-30 17:38:44+00:00,A view of the #boulder Flatirons at sunset. #colorado #travel #fitfluential @ Boulder Public Library http://t.co/5BFlmCiztK,"[-105.28151035, 40.01397544]"
1606,2013-09-30 18:08:43+00:00,Meh. #monday #homework #college #cuboulder #boulder #boredstagram #kms #seflie #selfiecentral… http://t.co/bdDl1t0hxG,"[-105.25041422, 39.99893345]"
1607,2013-09-30 02:22:53+00:00,"Great drive to boulder today! #beautifulday #vw #gti #boulder #lovemycar @ Boulder, Colorado http://t.co/1D6fTan8lK","[-105.23703389, 39.99160221]"
1608,2013-09-30 17:59:02+00:00,Beautiful day #boulder #colorado #hiking @ NCAR - National Center for Atmospheric Research http://t.co/90qHYvnGfk,"[-105.27468611, 39.97885334]"
1609,2013-09-30 13:44:06+00:00,Another #sunrise photo from this morning! #cowx #coloradosunrise #csup @ Colorado State University -… http://t.co/OqgdYAj1B2,"[-104.57854956, 38.30825633]"
1610,2013-09-30 12:41:02+00:00,Such a beautiful start to the day! #Sunrise in Pueblo. #cowx #coloradosunrise #csup @ Colorado State… http://t.co/rPzCvjV3A5,"[-104.57854956, 38.30825633]"
1611,2013-09-30 11:45:57+00:00,"We found the #boulder in Boulder, Colorado @ City of Boulder http://t.co/LfvpnO250j","[-105.27021289, 40.01460816]"
1612,2013-09-30 18:28:24+00:00,"#fun with #animals on #pearl in #boulder, #colorado! @ Pearl Street Mall http://t.co/wdky1bazBv","[-105.27823546, 40.01821577]"
1613,2013-09-30 13:18:50+00:00,"Down town Boulder Colorado 
---------------------------------
#allshots_ 
#boulder… http://t.co/Qb67kGYPID","[-105.20066667, 40.01483333]"
1614,2013-09-30 19:28:47+00:00,Lunchtime zen. #boulder #manicmonday #cantwaitforyoga #werk #nomout @ Boulder Creek http://t.co/MmX1hZg7Xh,"[-105.28045893, 40.01459994]"
1615,2013-09-29 19:22:30+00:00,#Boulder #Denver #Colorado #foodtruck #yummy #taco #fiesta Verde taco platters!  Have one at your next event/party!! http://t.co/U6meUt5Gfe,"[-105.2611148, 40.0363882]"
1616,2013-09-30 01:08:24+00:00,Beautiful cityscape with the sunset! #sunset #coloradosunset #cowx @ Colorado State University - Pueblo http://t.co/zAWbDKoFx1,"[-104.57854956, 38.30825633]"
1617,2013-09-29 17:43:08+00:00,#loverpool #lfc #bpl #boulder @ 805 Maxwell http://t.co/pIesIiYTH0,"[-105.28276799, 40.02215325]"
1618,2013-09-29 22:59:55+00:00,Relaxing at my fave #boulder bookstore/ coffee shop. #fitsocial #colorado #travel @ Trident… http://t.co/XyncTDIwvD,"[-105.2829509, 40.01713434]"
1619,2013-09-29 18:31:08+00:00,VIDEO: Living without after #coflood marooned Lefthand. Hyung Joo Kim: Small things make us happy @mahalagaylord http://t.co/FtGW2n8UPF,"[-105.08428434, 40.00251659]"
1620,2013-09-29 21:50:38+00:00,Saw this colorful #boulder bus near my house. Love quirky! #fitsocial #travel #colorado @ Goss / Grove… http://t.co/rWFWanpVhQ,"[-105.26734188, 40.01638993]"
1621,2013-09-29 20:31:11+00:00,Monday starts a new era in the office. #TimeForChange #coflood,"[-104.7054411, 40.40881556]"
1622,2013-09-29 06:03:22+00:00,Sushi Zanmai with ALL the homies #kandtim #boulder #zanmai #sakebombs @ Sushi Zanmai http://t.co/KSLnbXZloF,"[-105.279705, 40.01912352]"
1623,2013-09-30 01:35:05+00:00,"Very possible that higher areas of the metro see a few flakes mixed in early Friday. Accum not looking likely, first flakes a maybe. #cowx","[-105.09038251, 39.95789947]"
1624,2013-09-29 07:33:58+00:00,@manicfocus @biggigantic #REDROCKS #COLORADO #BOULDER #RAGE #BEAT #LIKE #MUSIC #dj #DJS speachless @… http://t.co/kV6gf7l5u0,"[-105.20490367, 39.66630028]"
1625,2013-09-29 21:06:58+00:00,#Beautiful #Boulder #Colorado. I #love this place. I #love #traveling! @ City of Boulder http://t.co/vH8JoaUZB7,"[-105.27021289, 40.01460816]"
1626,2013-09-29 08:51:24+00:00,I miss #boulder... I've been once_ @Jillyidol #truestory #wisewords,"[-111.93979022, 33.40649741]"
1627,2013-09-30 01:18:53+00:00,@TakLandrock is investigating the #COFlood damage at #RockyFlats. Watch #fox31 tonight at 9pm,"[-105.09463534, 39.73254964]"
1628,2013-09-29 05:28:11+00:00,Whistles and cheers for Bob Dylan and Led Zeppelin covers at the end of the night. #boulderflood #wakeoftheflood http://t.co/fOB2fnlbFi,"[-105.27697172, 40.00761203]"
1629,2013-09-30 00:50:33+00:00,I used to cross this bridge on the way to work. Guess the creek took it. #boulder #reccen… http://t.co/QFCD0dbNfC,"[-105.26907932, 40.01002008]"
1630,2013-09-29 03:08:27+00:00,"Wake of the Flood, a nonprofit, brought together artists who were affected by the flooding throughout Colorado for this event. #boulderflood","[-105.27676675, 40.00810458]"
1631,2013-09-28 18:10:16+00:00,@9NEWS @theWXwoman It doesn't get any better than this!!!! What a beautiful state we live in!!! #cowx http://t.co/86FsnQmPZn,"[-104.720767, 39.586433]"
1632,2013-09-29 03:15:11+00:00,"Deadphish Orchestra opened with ""Box of Rain."" ""This is a perfect song to open with,"" said a member of the audience. #boulderflood","[-105.27676856, 40.00809908]"
1633,2013-09-29 01:27:23+00:00,"Sunset on the Flatirons #nofilter #boulder @ Home- Lafayette, Colorado http://t.co/iaMJsxMkKG","[-105.117, 39.98433]"
1634,2013-09-28 12:57:08+00:00,Beautiful day for a wedding #boulder #colorado @ Millennium Harvest House Boulder http://t.co/GDN28sUQUf,"[-105.26018656, 40.01244507]"
1635,2013-09-28 16:51:20+00:00,"#coloradostrong! - “@iknowdenver: Estes Parks' AMAZING Elk Fest is currently on as scheduled, Sept. 28-29! http://t.co/PjM4DDtz27”","[-105.08791942, 40.29230851]"
1636,2013-09-29 03:27:20+00:00,"Dawn and her neighbors were affected by the floods. ""In the end, no one remembers except the people who lost their homes."" #boulderflood","[-105.27663732, 40.00808085]"
1637,2013-09-28 23:09:39+00:00,"""@dailycamera: #Boulder flood victims face challenges with insurance #BoulderFlood http://t.co/mNXkIYmcFI via @meltzere"" no doubt","[-105.0865847, 39.819705]"
1638,2013-09-29 03:52:36+00:00,"Group hugs &amp; a venue-wide sing along to Deadphish Orchestra's rendition of ""Touch of Grey."" ""WE WILL GET BY!"" #community #boulderflood","[-105.27658287, 40.00804662]"
1639,2013-09-28 14:07:11+00:00,The final push to get Crest View Elementary ready to reopen on Monday #boulderflood http://t.co/T46zjdJToW,"[-105.2773988, 40.05247303]"
1640,2013-09-29 03:37:39+00:00,The Pooh Garden at the #boulder library. #fitsocial travail @ Boulder Public Library http://t.co/hgP6h6n8yy,"[-105.28151035, 40.01397544]"
1641,2013-09-28 13:00:01+00:00,I had to get up close to see what the colored bricks were - candy bars! #boulder #travel #walk… http://t.co/SEvNmRDCVV,"[-105.27823546, 40.01821577]"
1642,2013-09-28 19:35:38+00:00,I #love @lefthandbrewing and my heart shaped palm proves it. #beerfest cltoktfst #coflood Text REBUILD… http://t.co/PyZYfR8yip,"[-80.84696064, 35.24054055]"
1643,2013-09-29 04:11:13+00:00,"Set change and a big ""thanks"" to the community for the love and support. #community #wakeoftheflood #boulderflood http://t.co/75rDidL8Vi","[-105.27667482, 40.00810448]"
1644,2013-09-29 00:31:14+00:00,Longboardin #carvestik #boulder #cuboulder @ University of Colorado Boulder http://t.co/rsjfXy29BB,"[-105.26589022, 40.0073385]"
1645,2013-09-28 18:42:17+00:00,The @fema resource app really helped me get info I needed to manage @redcrossdenver shelters during the #COfloods.,"[-117.17715503, 32.80732197]"
1646,2013-09-28 17:25:59+00:00,"So I got punched, glasses smashed, side mirror on my car is gone, and I woke up to make up on my face.....#boulder","[-104.89747348, 39.65523508]"
1647,2013-09-29 03:00:46+00:00,"At The @foxtheatreco in #Boulder! Big, friendly crowd here tonight ready for some live bluegrass. http://t.co/e9ZWm0f55K","[-105.27628031, 40.00806767]"
1648,2013-09-28 22:06:36+00:00,"""@YourAnonNews: Meet the 4 Colorado republicans who voted against #Sandy aid, but now want aid for #COflood http://t.co/P30WwjCtyg"" assholes","[-73.4490379, 40.7387265]"
1649,2013-09-28 16:37:45+00:00,It's a beautiful day here in Greeley. #unco #greeley #colorado #cowx @ UNC: Lawrenson Hall http://t.co/auLtGXb6EX,"[-104.69890237, 40.40140517]"
1650,2013-09-27 18:40:33+00:00,Love this specials menu @nativefoodscafe in #boulder...can't wait to try the lentil soup #fitsocial http://t.co/MkjDklNCNp,"[-105.256497, 40.016602]"
1651,2013-09-27 18:57:04+00:00,“@KeystoneMtn: Snowing! http://t.co/xzRJOrOEDN #cowx” @kcrab_tree,"[-91.17671913, 30.41326169]"
1652,2013-09-27 23:01:35+00:00,Cold and windy right now on campus. #csupueblo #csup #cowx @ Colorado State University - Pueblo http://t.co/6jVoquBceT,"[-104.57854956, 38.30825633]"
1653,2013-09-28 12:53:44+00:00,#Superpit #Kalgoorlie #Boulder #Goldmine @ Superpit Lookout http://t.co/2BiXHcj11d,"[121.503495, -30.789236]"
1654,2013-09-28 02:13:09+00:00,#boulder benefit at the Lazy Dog http://t.co/lPCxQxxzBn,"[-105.27767533, 40.01824309]"
1655,2013-09-27 23:04:38+00:00,The snow is coming down at loveland ski area @KDVR #cowx http://t.co/wBAdPAV4wn,"[-105.8947992, 39.68064551]"
1656,2013-09-28 02:40:50+00:00,At Centro Latin Kitchen in #Boulder #Colorado and they make the yummiest drinks! http://t.co/EZExqmu2iW,"[-105.28248212, 40.0171967]"
1657,2013-09-28 02:10:43+00:00,#boulder lazy dog bar #music,"[-105.2777426, 40.01823274]"
1658,2013-09-27 20:26:04+00:00,Attending Applicant Briefing for #COFlood in Boulder,"[-105.2495282, 40.0176616]"
1659,2013-09-28 05:57:16+00:00,Monocle stache  #boulder flood benefit at the Lazy Dogj http://t.co/7dOEByhxYO,"[-105.27766971, 40.01833136]"
1660,2013-09-28 00:42:06+00:00,Welcome back winter. I imagine you're not here to stay just yet but it's still great to see you. #firstsnow #cowx #snow,"[-106.58903126, 39.64222639]"
1661,2013-09-27 20:24:45+00:00,Nice way to clear your mind #cowx http://t.co/cqYEJM5mHv,"[-105.27123875, 39.98037114]"
1662,2013-09-27 23:00:04+00:00,The temperature really dropped! 62 degrees in Pueblo. #cowx #cold,"[-104.57875365, 38.30875197]"
1663,2013-09-28 05:32:48+00:00,#boulder #music Lazy Dog http://t.co/G0DYDiswu7,"[-105.27768242, 40.01824372]"
1664,2013-09-28 01:50:57+00:00,Moderate snow falling in Silverthorne at this moment @KDVR #cowx http://t.co/PdAm2TKUiy,"[-106.06968671, 39.62893758]"
1665,2013-09-28 05:38:22+00:00,#boulder Flood benefit Lazy Dog Bar http://t.co/WkNRCwFbIV,"[-105.27761821, 40.01828568]"
1666,2013-09-28 01:25:10+00:00,Stunning view of fresh early season snow at Guanella Pass Summit. #cowx #colorfulcolorado http://t.co/CW4wCF8HIC,"[-104.8793866, 39.7052907]"
1667,2013-09-28 03:29:42+00:00,#boulder #music flood benefit at the Lazy Dog http://t.co/JiLiXqhDLv,"[-105.27771518, 40.0183257]"
1668,2013-09-27 19:20:39+00:00,Pictures of damage on Fish Creek in Estes Park @LarimerCounty #coflood http://t.co/YxyVHzo9pw,"[-105.5150532, 40.3809549]"
1669,2013-09-28 05:00:18+00:00,#boulder #music at the Lazy Dog http://t.co/RXax6Scy72,"[-105.27769097, 40.0183053]"
1670,2013-09-27 04:07:28+00:00,Severe storms rolling over Mesa County #COwx #GJCO #TBT @ Lands End http://t.co/73GV8cZf5t,"[-108.22379015, 39.02540122]"
1671,2013-09-27 13:37:42+00:00,Good morning. #boulder #rain karlita2448 @ IHOP http://t.co/wDwsYMfr6c,"[-105.25899053, 40.01629905]"
1672,2013-09-27 11:36:16+00:00,"“@CBSDenver: Winter Storm Advisory for parts of NW CO. 1-3"" possible, some spots could get more. #cowx http://t.co/yMnF6XCu4r” NOOOOOOOOOO","[-104.96929915, 39.73890824]"
1673,2013-09-27 04:25:50+00:00,Storms rolling over Mesa County #COwx #GJCO #TBT @ Lands End http://t.co/iYo20mxZ3g,"[-108.22379015, 39.02540122]"
1674,2013-09-27 13:10:29+00:00,Boulder for the day😍 @hawksworth28 #CU #boulder #soexcited #boyfriend,"[-104.86795178, 39.51631101]"
1675,2013-09-27 17:27:54+00:00,Winter Weather Advisory #GJCO #COwx http://t.co/SqSiqzU4Dz,"[-108.4413133, 39.087012]"
1676,2013-09-27 03:48:41+00:00,Verde crew lunch run today on Sanitas. Vertical running is the best running. #boco_trails @ Mount Sanitas http://t.co/NUxC3pu11g,"[-105.29644063, 40.02073888]"
1677,2013-09-27 04:21:51+00:00,Storms rolling over Mesa County #COwx #GJCO #TBT @ Lands End http://t.co/CNTbP3Isgx,"[-108.22379015, 39.02540122]"
1678,2013-09-27 15:38:37+00:00,Breakfast looks good. Thanks naturespath. #fitsocial  #healthyfood #boulder @ Millennium Harvest House… http://t.co/KyRHM9PQ0B,"[-105.26018656, 40.01244507]"
1679,2013-09-27 15:02:34+00:00,This isn't how #boulder #creek used to look! #boulderflood #travel #fitsocial #walk #fitfluential @… http://t.co/rHVzdQ0okB,"[-105.27447464, 40.01424352]"
1680,2013-09-27 14:28:25+00:00,We recommend this week:  @BoulderFringe Festival. See programming guide for info. Shows on through 9/29/13. #Boulder http://t.co/4V8G2r0dpL,"[-105.28849, 40.008366]"
1681,2013-09-27 02:19:09+00:00,Hickenlooper: Total cost for permanent repairs on Colorado highways is now estimated at $475 million. #coflood @KDVR” @kenmenden,"[-104.96052923, 39.8439078]"
1682,2013-09-27 13:47:51+00:00,Go #Boulder. RT: @costanoavc: @GoVictorOps - welcome to the @Costanoa family. DevOps will never be the same. http://t.co/zMHX0uSMgN,"[-105.27375082, 40.01942845]"
1683,2013-09-27 04:14:59+00:00,Severe storms rolling over Mesa County #COwx #GJCO #TBT @ Lands End http://t.co/K5qJK4x86a,"[-108.22379015, 39.02540122]"
1684,2013-09-27 15:20:00+00:00,Stopped for one of these after my #walk around #boulder #greatharvestbread #fitsocial #colorado… http://t.co/gzYur7cYWS,"[-105.262485, 40.014941]"
1685,2013-09-27 03:56:12+00:00,Trail run today. Such an amazing feeling after weeks under water. #boulder @ Mount Sanitas Summit http://t.co/VkNmU2ruI9,"[-105.30527097, 40.034365]"
1686,2013-09-27 13:55:46+00:00,Early morning #walk in #boulder to see my house. My boys were born here. #fitsocial #genfab #travel @… http://t.co/20pWYOdBAN,"[-105.26734188, 40.01638993]"
1687,2013-09-27 14:25:08+00:00,Only 90 minutes till @nikkiashleigh #boulder opens! Kitchen shopping!! #travel #colorado #fitsocial @… http://t.co/FsGWYrX17C,"[-105.27932143, 40.01811798]"
1688,2013-09-27 14:18:12+00:00,I've always thought the #boulder courthouse looked Stalinesque. What do you think? #colorado #travel… http://t.co/ab8PpMVZPw,"[-105.27801179, 40.018548]"
1689,2013-09-27 04:12:11+00:00,Changing foliage in Mesa County #COwx #GJCO #CloudPorn @ Grand Mesa http://t.co/dMuIwXdBD7,"[-108.06876076, 39.05536604]"
1690,2013-09-27 05:19:57+00:00,Twist and shout with y beanie and high top heels. #dance #thursday #waterwasted #boulder #bailabalia @… http://t.co/nzTgi21Khk,"[-105.27650936, 40.00864391]"
1691,2013-09-27 16:12:21+00:00,CDOT estimates road damage from the #BoulderFlood is around $475 million.,"[-105.15282853, 40.15049108]"
1692,2013-09-27 15:20:56+00:00,Out and about in #boulder spreading the good word about @getoutdoorsco #livebig @ Millennium Harvest… http://t.co/GkZ2MmhvNk,"[-105.26018656, 40.01244507]"
1693,2013-09-26 18:25:16+00:00,#boulder #dontthinkitactuallyworkslikethat http://t.co/nIdYKNJNjg,"[-105.27823856, 40.01331537]"
1694,2013-09-26 20:49:18+00:00,RT: @hickforco: Signed an Executive Order today that makes $65.5 million more available for disaster response and recovery. #coflood,"[-105.07141582, 40.39619706]"
1695,2013-09-26 22:45:17+00:00,“@dailycamera: Breaking donut news: @dc_alicia discovers #Boulder is getting a Dunkin' Donuts: http://t.co/JCrVoT8ZIr” @Thewolverine34,"[-105.26814843, 40.00891428]"
1696,2013-09-27 00:19:56+00:00,What a beautiful finish to a perfect #cowx day! #sunset #FortCollins #GodLight http://t.co/Q8w39aYgQa,"[-104.99696948, 40.52321252]"
1697,2013-09-26 20:42:13+00:00,Make room for these bad boys at the FOB #readyforanything #coflood http://t.co/9FUprFaGad,"[-104.67382458, 39.85030705]"
1698,2013-09-26 23:34:41+00:00,RT: @hickforco: Latest highway info on estimated reopening dates can be found here: http://t.co/jiuKrLQ8PA. #coleg #coflood - @ColoradoDOT,"[-105.0879484, 40.29234004]"
1699,2013-09-26 21:37:21+00:00,Please retweet! @katyperry responds to Lakewood H.S. lip dub! They could win a concert for #COflood relief!   http://t.co/UIYmAynFVs,"[-105.01837878, 39.93214657]"
1700,2013-09-27 01:20:43+00:00,Someone needed to frame that tree with the #boulder #flatirons in the background. #mountainhike… http://t.co/MhGohA9HpH,"[-105.29717445, 40.03472864]"
1701,2013-09-26 18:28:53+00:00,"Jan Peto, a @ppredcross volunteer is providing assistance case by case for families affected by #coflood. http://t.co/a0dV2hUSVI","[-104.785223, 38.826506]"
1702,2013-09-26 23:57:28+00:00,First ride this autumn.  The sun likes to hide early. NCAR. #cycling #boulder #colorado #flatirons… http://t.co/stkPNgWe3A,"[-105.27468611, 39.97885334]"
1703,2013-09-26 23:47:25+00:00,Check out where floodwaters took out trails in #Boulder. So glad I came on this #fitsocial hike.… http://t.co/xAYYkTiZwV,"[-105.26722758, 40.01321352]"
1704,2013-09-26 18:49:27+00:00,Flatirons. #Boulder. @ NCAR - National Center for Atmospheric Research http://t.co/DkM3ohPZik,"[-105.27468611, 39.97885334]"
1705,2013-09-25 23:12:34+00:00,.@Colorado's year of hell. http://t.co/TcMdaX1OlA #boulderflood  #coflood #cofire #cowx,"[-104.9875197, 39.7426753]"
1706,2013-09-26 15:38:10+00:00,"""Lighting Bolts"" #artspace #artsy #abstract #abstractart #architecture #boulder #blessed #color… http://t.co/BdT6l6dOmo","[-105.27334595, 40.04795074]"
